Time,Sample,P1,P2,P3,P4,P5,P6,P7,P8,P9
47.9375,767,15.9,3.76,3.22,4.45,54.3,0.548,1.56,10.5,10.5
48,768,17.7,3.72,3.46,4.76,54.4,0.551,1.48,27,10.5
48.0625,769,16.3,3.93,3.4,4.97,53.9,0.56,1.35,33.9,10.5
48.125,770,16.5,3.83,3.38,4.71,53.9,0.552,1.58,24.6,10.5
48.1875,771,17.3,3.6,3.3,4.57,54.1,0.556,1.74,14.1,10.5
48.25,772,17.5,3.81,3.33,4.98,54.1,0.561,1.65,20.9,10.5
48.3125,773,18.9,3.93,3.48,4.61,54.4,0.547,1.45,26.8,10.5
48.375,774,18.3,3.83,3.58,4.38,54.3,0.546,1.26,32.2,10.5
48.4375,775,15.8,3.9,3.69,4.51,53.9,0.553,1.57,25.8,10.5
48.5,776,18.4,3.75,3.48,4.7,53.9,0.562,1.65,9.24,10.5
48.5625,777,19.7,3.81,3.65,4.64,54,0.552,1.4,20.5,10.5
48.625,778,17.1,3.73,3.73,4.48,54.1,0.556,1.32,20.2,10.5
48.6875,779,16.1,3.8,3.53,4.36,54.2,0.562,1.24,8.39,10.5
48.75,780,15.3,4.01,3.44,4.54,54.3,0.543,1.51,13.4,10.5
48.8125,781,18.3,3.88,3.15,4.95,54.1,0.53,1.76,13.8,10.5
48.875,782,19.2,3.86,3.24,4.78,53.9,0.541,1.6,11.7,10.5
48.9375,783,18.5,3.82,3.34,4.49,54.1,0.6,1.5,17.8,10.5
49,784,17.7,3.89,3.31,4.41,54.5,0.605,1.69,17.6,10.5
49.0625,785,14.3,3.76,3.39,4.42,54.3,0.571,1.6,11.5,10.5
49.125,786,14.9,3.72,3.18,4.08,53.6,0.573,1.39,16.1,10.5
49.1875,787,18.7,3.98,2.99,4.25,54.1,0.572,1.45,25.7,10.5
49.25,788,18.5,3.97,3.17,4.51,54.2,0.566,1.59,20.8,10.5
49.3125,789,17.6,3.63,3.24,4.39,53.6,0.577,1.51,4.88,10.5
49.375,790,18.3,3.72,3.13,4.25,54.1,0.668,1.44,3.79,10.5
49.4375,791,19,4.08,3.27,4.15,54.1,0.656,1.71,3.92,10.5
49.5,792,19.5,3.88,3.72,4.34,54.1,0.608,1.64,5.92,10.5
49.5625,793,18.5,3.7,3.73,4.59,54,0.674,1.4,8.95,10.5
49.625,794,18.8,3.82,3.09,4.75,53.9,0.71,1.58,12.4,10.4
49.6875,795,18,3.92,2.92,4.9,54.2,0.698,1.65,17,10.5
49.75,796,17.6,3.76,3.19,4.66,54.2,0.679,1.64,30.9,10.6
49.8125,797,16.6,3.74,3.21,4.06,54.2,0.722,1.69,30.6,10.5
49.875,798,14.7,3.96,4.22,4.22,54.3,0.746,1.77,14.4,10.5
49.9375,799,17.4,4,5.06,4.48,54.1,0.654,1.6,11.9,10.5
50,800,18.5,3.89,5.14,4.43,53.8,0.565,1.27,18.2,10.5
50.0625,801,16.7,3.89,7.64,4.49,54.2,0.587,1.36,16.4,10.5
50.125,802,18,3.73,7.35,4.54,54.5,0.608,1.61,7.16,10.5
50.1875,803,18.6,3.76,6.94,4.44,53.9,0.599,1.59,3.74,10.5
50.25,804,19.2,4.01,9.21,4.39,53.9,0.611,1.5,6.98,10.5
50.3125,805,20.6,3.9,8.21,4.46,54.6,0.612,1.58,7.7,10.5
50.375,806,19.1,3.74,6.95,4.63,54.2,0.569,1.68,5.61,10.5
50.4375,807,18,3.74,14.6,4.6,54,0.6,1.52,4.84,10.5
50.5,808,16.6,3.84,14.7,4.6,54.2,0.604,1.25,5.12,10.5
50.5625,809,16.1,3.9,8.73,4.58,54.2,0.589,1.46,4.52,10.5
50.625,810,18.6,3.81,9.15,4.5,54.1,0.582,1.52,5.12,10.5
50.6875,811,19.4,3.66,7.56,4.55,54.1,0.558,1.45,13.4,10.5
50.75,812,17.2,3.76,8.14,4.35,54.3,0.559,1.41,15,10.5
50.8125,813,15.7,3.82,8.48,4.39,54.4,0.552,1.31,15.4,10.5
50.875,814,18.3,3.81,6.5,4.55,54.3,0.609,1.32,19,10.5
50.9375,815,18.7,3.67,7.5,4.46,54.2,0.628,1.46,16.1,10.5
51,816,16.3,3.95,9.48,4.45,54.3,0.608,1.44,10.1,10.5
51.0625,817,15.5,4.02,8.06,4.5,54.2,0.622,1.48,5.67,10.5
51.125,818,17.6,3.66,4.71,4.49,54,0.609,1.54,5.28,10.5
51.1875,819,18.1,3.77,3.81,4.44,54.4,0.58,1.49,5.61,10.4
51.25,820,19,3.9,4.11,4.31,54.3,0.583,1.61,14.8,10.5
51.3125,821,19.6,3.86,3.63,4.5,54.5,0.583,1.56,15.6,10.6
51.375,822,17.2,3.8,3.46,4.5,54.1,0.571,1.39,7.11,10.5
51.4375,823,14.5,4,3.52,4.52,53.9,0.583,1.44,12.5,10.5
51.5,824,15.8,3.96,3.11,4.22,54.3,0.568,1.57,18.1,10.5
51.5625,825,17,3.78,2.96,4.29,54.4,0.55,1.56,15,10.5
51.625,826,14.2,3.73,3.13,4.55,54.2,0.579,1.59,8.95,10.5
51.6875,827,14.4,3.73,3.13,4.19,54.2,0.591,1.63,7.59,10.5
51.75,828,17,3.99,2.72,4.27,54.1,0.585,1.54,9.03,10.5
51.8125,829,17.7,4.09,2.81,4.36,54.2,0.569,1.75,11.1,10.5
51.875,830,16.5,3.82,3.04,4.21,54.4,0.558,1.65,8.26,10.5
51.9375,831,16.8,3.97,2.91,4.36,54,0.574,1.37,8.56,10.5
52,832,16.1,4.14,2.94,4.36,53.9,0.569,1.65,12.3,10.5
52.0625,833,17.6,3.83,3.04,4.29,54.1,0.569,1.7,13.4,10.5
52.125,834,17.8,3.95,2.89,4.24,54.2,0.572,1.38,10.8,10.5
52.1875,835,16.4,4.01,3.24,4.56,54.2,0.564,1.28,9.03,10.5
52.25,836,16.5,3.9,3.32,4.69,54.4,0.586,1.23,10,10.5
52.3125,837,16.7,3.91,3.19,4.08,54,0.581,1.52,6.94,10.5
52.375,838,17,3.99,3.14,4.61,53.9,0.56,1.83,2.47,10.5
52.4375,839,19.9,3.99,2.99,4.59,54.1,0.588,1.72,7.07,10.5
52.5,840,20.2,3.86,2.86,4.21,54.2,0.61,1.55,10.4,10.5
52.5625,841,16,3.82,3.05,4.46,54,0.679,1.43,10.4,10.5
52.625,842,18.3,3.89,3.2,4.34,54,0.68,1.46,13,10.5
52.6875,843,19.5,3.89,3.43,4.41,54.5,0.614,1.57,14.1,10.5
52.75,844,17.7,3.82,3.37,4.51,54.5,0.906,1.38,12.6,10.5
52.8125,845,16.2,3.83,2.96,4.46,54.2,1.09,1.35,14.1,10.5
52.875,846,17.3,3.9,3.18,4.59,54.1,0.952,1.76,19.3,10.5
52.9375,847,16.8,3.89,3.38,4.62,54,0.693,2.1,18.9,10.5
53,848,16.3,3.82,3.39,4.04,54.1,0.612,1.83,11.5,10.5
53.0625,849,15.9,3.76,3.81,4.41,54.4,0.669,1.25,6.63,10.5
53.125,850,16.6,3.76,3.93,4.56,54.1,0.612,1.28,5.22,10.5
53.1875,851,17.7,3.96,3.4,4.23,54.1,0.581,1.62,3.71,10.5
53.25,852,16.2,3.83,3.08,4.42,54.3,0.593,1.7,2.64,10.5
53.3125,853,17,3.87,2.98,4.46,54.1,0.628,1.78,3.08,10.5
53.375,854,17.4,3.98,3.17,4.4,53.9,0.632,1.79,2.41,10.5
53.4375,855,17.2,3.83,3.11,4.23,54.2,0.606,1.54,1.63,10.5
53.5,856,16.6,3.84,4.64,4.12,54.2,0.612,1.45,2.43,10.6
53.5625,857,17.6,3.75,6.33,4.21,54.1,0.584,1.34,2.69,10.5
53.625,858,19.9,3.75,9.18,4.31,54.3,0.557,1.48,3.77,10.5
53.6875,859,20,3.81,8.77,4.26,54.2,0.574,1.42,4.32,10.5
53.75,860,16.6,3.85,4.56,4.23,53.8,0.565,1.3,2.97,10.5
53.8125,861,15.9,3.76,4.13,4.39,54.3,0.544,1.62,1.74,10.6
53.875,862,17,3.86,4.01,4.95,54.2,0.583,1.55,2.68,10.6
53.9375,863,15,3.95,4.37,4.86,53.8,0.59,1.34,2.94,10.5
54,864,15.2,3.72,5.23,4.24,54,0.553,1.33,2.35,10.5
54.0625,865,15.3,3.72,4.41,4.29,54.2,0.581,1.62,6.8,10.5
54.125,866,14.6,3.9,3.46,5.06,54.2,0.611,1.82,11.3,10.5
54.1875,867,14.6,3.95,3.12,4.91,54,0.587,1.71,11.6,10.5
54.25,868,17.2,4.02,3.49,4.45,53.9,0.566,1.75,13.9,10.5
54.3125,869,18.9,4.05,13.4,4.53,53.9,0.59,1.62,16.3,10.5
54.375,870,16.9,3.89,14.7,4.51,54.3,0.573,1.52,13.3,10.5
54.4375,871,16.9,3.89,7.18,4.54,54.2,0.578,1.71,10.1,10.5
54.5,872,17.1,4.1,4.05,4.58,54.2,0.577,1.69,9.11,10.6
54.5625,873,19.2,4.02,4.22,4.55,54.1,0.561,1.54,8.43,10.6
54.625,874,19.2,3.84,8.7,4.15,54,0.597,1.53,9.16,10.5
54.6875,875,14.4,3.84,12.4,4.24,54.1,0.585,1.39,16.4,10.5
54.75,876,16.5,3.84,12,4.52,53.9,0.562,1.32,17.5,10.5
54.8125,877,17.3,3.84,10.6,4.41,54.4,0.589,1.4,9.62,10.5
54.875,878,15.5,3.78,11.7,4.56,54.1,0.598,1.39,6.11,10.5
54.9375,879,15.7,3.82,12.4,4.7,53.6,0.548,1.51,6.19,10.5
55,880,15.9,3.87,9.79,4.52,54.5,0.535,1.56,4.09,10.6
55.0625,881,16,3.89,12.7,4.48,54.1,0.614,1.49,3.18,10.5
55.125,882,15.7,3.75,12,4.44,53.9,0.642,1.68,2.83,10.5
55.1875,883,17.1,3.96,4.44,4.12,54.3,0.591,1.9,2.31,10.5
55.25,884,18,4.2,6.94,4.34,54,0.571,1.9,2.25,10.5
55.3125,885,17.2,3.99,6.51,4.35,54.1,0.568,1.77,3.79,10.5
55.375,886,16.3,3.78,5.12,4.34,54.1,0.563,1.75,4.85,10.5
55.4375,887,15.5,3.9,5,4.62,54.2,0.561,1.55,5.36,10.5
55.5,888,13.4,3.88,15.7,4.48,54.3,0.559,1.33,4.39,10.5
55.5625,889,15,3.69,15.5,4.62,54.2,0.568,1.5,2.07,10.5
55.625,890,19.3,3.73,8.36,4.69,54.1,0.565,1.59,2.29,10.5
55.6875,891,19.3,3.78,11.1,4.26,54.4,0.579,1.5,2.48,10.5
55.75,892,17.3,4.08,8.02,4.12,54.4,0.604,1.4,2.39,10.5
55.8125,893,17.5,3.91,3.97,4.7,54.2,0.604,1.48,2.66,10.5
55.875,894,15.8,3.57,4.12,5.18,54.1,0.568,1.6,3.87,10.6
55.9375,895,14.5,3.93,4.93,4.69,54.2,0.577,1.65,4.82,10.5
56,896,16.9,3.88,5.14,4.31,54.4,0.583,1.66,4.63,10.5
56.0625,897,18,3.69,4.75,4.31,53.9,0.581,1.52,4.13,10.5
56.125,898,18.9,3.62,9.71,4.12,54.1,0.588,1.4,3.79,10.5
56.1875,899,19.5,3.87,11.1,4.59,54.4,0.554,1.37,3.46,10.5
56.25,900,17.7,4.08,9.76,4.62,54.1,0.561,1.46,2.51,10.5
